duration,pdays,previous,emp.var.rate,cons.price.idx,euribor3m,nr.employed,poutcome_n,contact_n,month_n,default_n
147.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
214.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,1.0,3.0,0.0
358.0,999.0,0.0,-1.8,92.893,1.25,5099.1,0.0,1.0,0.0,0.0
131.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,1.0
359.0,999.0,0.0,-1.8,93.075,1.405,5099.1,0.0,1.0,8.0,1.0
201.0,999.0,0.0,1.4,93.444,4.962,5228.1,0.0,1.0,3.0,0.0
136.0,999.0,0.0,1.4,93.918,4.96,5228.1,0.0,1.0,2.0,0.0
63.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,1.0,3.0,0.0
490.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,0.0,3.0,1.0
97.0,999.0,1.0,-1.8,92.893,1.266,5099.1,1.0,1.0,0.0,0.0
261.0,999.0,0.0,-1.8,92.843,1.687,5099.1,0.0,1.0,7.0,0.0
123.0,999.0,0.0,1.4,93.918,4.961,5228.1,0.0,1.0,2.0,0.0
932.0,999.0,0.0,1.1,93.994,4.86,5191.0,0.0,0.0,0.0,0.0
85.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,1.0,3.0,0.0
117.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,0.0
259.0,999.0,0.0,1.4,93.918,4.957,5228.1,0.0,1.0,2.0,0.0
976.0,999.0,0.0,1.4,93.444,4.968,5228.1,0.0,1.0,3.0,0.0
681.0,999.0,0.0,1.4,94.465,4.961,5228.1,0.0,0.0,1.0,1.0
107.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,0.0
253.0,999.0,0.0,1.4,93.918,4.968,5228.1,0.0,1.0,2.0,0.0
751.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
122.0,999.0,0.0,1.4,93.918,4.968,5228.1,0.0,1.0,2.0,0.0
386.0,999.0,0.0,-1.8,93.075,1.405,5099.1,0.0,1.0,8.0,0.0
108.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,1.0,3.0,0.0
150.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,1.0
288.0,6.0,1.0,-1.7,94.055,0.727,4991.6,2.0,1.0,1.0,0.0
267.0,999.0,0.0,1.4,94.465,4.864,5228.1,0.0,0.0,1.0,0.0
671.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,0.0
278.0,999.0,0.0,-1.8,92.843,1.548,5099.1,0.0,1.0,7.0,0.0
285.0,999.0,0.0,1.1,93.994,4.855,5191.0,0.0,0.0,0.0,1.0
354.0,999.0,0.0,1.4,93.918,4.96,5228.1,0.0,1.0,2.0,0.0
51.0,999.0,1.0,-1.8,92.893,1.334,5099.1,1.0,1.0,0.0,0.0
173.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
51.0,999.0,0.0,-0.1,93.2,4.12,5195.8,0.0,1.0,5.0,1.0
184.0,10.0,1.0,-1.8,93.749,0.654,5008.7,2.0,1.0,8.0,0.0
330.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
370.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,1.0
81.0,999.0,0.0,1.1,93.994,4.864,5191.0,0.0,0.0,0.0,0.0
248.0,999.0,0.0,1.1,93.994,4.855,5191.0,0.0,0.0,0.0,0.0
240.0,999.0,0.0,1.4,94.465,4.866,5228.1,0.0,0.0,1.0,0.0
217.0,999.0,0.0,1.1,93.994,4.855,5191.0,0.0,0.0,0.0,0.0
320.0,999.0,0.0,1.4,94.465,4.967,5228.1,0.0,0.0,1.0,1.0
617.0,999.0,0.0,1.1,93.994,4.86,5191.0,0.0,0.0,0.0,0.0
161.0,999.0,1.0,-1.8,93.075,1.498,5099.1,1.0,1.0,8.0,0.0
326.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,0.0
192.0,999.0,0.0,1.4,94.465,4.864,5228.1,0.0,0.0,1.0,1.0
243.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
254.0,999.0,0.0,-1.1,94.767,1.028,4963.6,0.0,1.0,5.0,0.0
89.0,999.0,0.0,1.1,93.994,4.855,5191.0,0.0,0.0,0.0,1.0
85.0,999.0,1.0,-0.1,93.2,4.191,5195.8,1.0,1.0,5.0,0.0
226.0,999.0,0.0,1.4,93.444,4.967,5228.1,0.0,1.0,3.0,0.0
86.0,999.0,0.0,-0.1,93.2,4.076,5195.8,0.0,1.0,5.0,0.0
70.0,999.0,0.0,1.4,93.444,4.97,5228.1,0.0,1.0,3.0,0.0
66.0,999.0,1.0,-1.8,92.893,1.266,5099.1,1.0,1.0,0.0,0.0
509.0,2.0,1.0,-1.8,93.075,1.365,5099.1,2.0,1.0,8.0,1.0
230.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,1.0
64.0,999.0,0.0,1.4,93.918,4.958,5228.1,0.0,1.0,2.0,0.0
243.0,999.0,0.0,1.1,93.994,4.86,5191.0,0.0,0.0,0.0,1.0
344.0,999.0,0.0,-1.7,94.055,0.729,4991.6,0.0,1.0,1.0,0.0
204.0,999.0,0.0,-1.8,93.075,1.365,5099.1,0.0,1.0,8.0,0.0
2093.0,999.0,0.0,1.4,94.465,4.962,5228.1,0.0,0.0,1.0,0.0
164.0,999.0,0.0,-1.7,94.027,0.904,4991.6,0.0,1.0,3.0,0.0
74.0,999.0,0.0,1.4,94.465,4.962,5228.1,0.0,0.0,1.0,1.0
101.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
228.0,999.0,0.0,-1.8,92.893,1.266,5099.1,0.0,1.0,0.0,0.0
11.0,999.0,0.0,1.4,94.465,4.959,5228.1,0.0,0.0,1.0,0.0
16.0,999.0,0.0,-0.1,93.2,4.191,5195.8,0.0,0.0,5.0,1.0
139.0,999.0,0.0,-1.8,92.843,1.65,5099.1,0.0,1.0,7.0,0.0
156.0,999.0,0.0,1.4,93.918,4.963,5228.1,0.0,1.0,2.0,0.0
273.0,999.0,1.0,-1.8,93.075,1.479,5099.1,1.0,1.0,8.0,0.0
194.0,999.0,1.0,-0.1,93.2,4.12,5195.8,1.0,1.0,5.0,0.0
412.0,999.0,0.0,1.1,93.994,4.856,5191.0,0.0,0.0,0.0,1.0
230.0,999.0,0.0,-0.1,93.2,4.076,5195.8,0.0,1.0,5.0,0.0
354.0,6.0,3.0,-1.1,94.767,1.05,4963.6,2.0,1.0,5.0,0.0
173.0,999.0,0.0,-1.8,92.893,1.25,5099.1,0.0,1.0,0.0,0.0
273.0,999.0,0.0,-1.8,92.893,1.327,5099.1,0.0,1.0,0.0,0.0
138.0,999.0,0.0,1.4,94.465,4.955,5228.1,0.0,0.0,1.0,0.0
964.0,999.0,0.0,1.4,93.918,4.963,5228.1,0.0,1.0,2.0,0.0
208.0,999.0,1.0,-1.8,92.893,1.291,5099.1,1.0,1.0,0.0,0.0
429.0,999.0,0.0,-1.8,93.075,1.435,5099.1,0.0,1.0,8.0,1.0
7.0,999.0,1.0,-1.8,92.893,1.25,5099.1,1.0,1.0,0.0,0.0
389.0,999.0,0.0,-1.8,92.893,1.334,5099.1,0.0,1.0,0.0,0.0
94.0,999.0,0.0,1.4,93.444,4.964,5228.1,0.0,1.0,3.0,1.0
79.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,0.0
294.0,999.0,1.0,-1.8,93.369,0.646,5008.7,1.0,0.0,7.0,0.0
409.0,999.0,1.0,-1.1,94.199,0.877,4963.6,1.0,1.0,9.0,0.0
165.0,999.0,0.0,1.1,93.994,4.864,5191.0,0.0,0.0,0.0,0.0
187.0,999.0,0.0,1.4,93.918,4.961,5228.1,0.0,1.0,2.0,0.0
193.0,999.0,0.0,-1.8,92.893,1.299,5099.1,0.0,0.0,0.0,0.0
145.0,999.0,0.0,-0.1,93.2,4.12,5195.8,0.0,1.0,5.0,0.0
134.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
16.0,999.0,0.0,1.4,94.465,4.962,5228.1,0.0,0.0,1.0,0.0
61.0,999.0,0.0,1.4,94.465,4.96,5228.1,0.0,0.0,1.0,0.0
82.0,999.0,0.0,1.4,93.444,4.964,5228.1,0.0,1.0,3.0,0.0
1096.0,999.0,0.0,-1.8,93.075,1.453,5099.1,0.0,1.0,8.0,1.0
648.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
101.0,999.0,0.0,1.4,94.465,4.959,5228.1,0.0,0.0,1.0,0.0
295.0,999.0,0.0,-0.1,93.2,4.191,5195.8,0.0,1.0,5.0,0.0
165.0,999.0,0.0,1.4,93.444,4.97,5228.1,0.0,1.0,3.0,0.0
103.0,999.0,0.0,-3.4,92.649,0.716,5017.5,0.0,1.0,5.0,0.0
144.0,999.0,0.0,1.4,93.918,4.963,5228.1,0.0,1.0,2.0,0.0
165.0,999.0,0.0,-1.8,92.893,1.291,5099.1,0.0,1.0,0.0,1.0
62.0,999.0,1.0,-1.1,94.199,0.878,4963.6,1.0,1.0,9.0,0.0
148.0,999.0,0.0,1.4,94.465,4.959,5228.1,0.0,0.0,1.0,0.0
114.0,999.0,0.0,1.4,94.465,4.961,5228.1,0.0,0.0,1.0,1.0
112.0,999.0,0.0,-0.1,93.2,4.12,5195.8,0.0,1.0,5.0,0.0
234.0,999.0,0.0,-1.8,93.749,0.644,5008.7,0.0,1.0,8.0,0.0
74.0,999.0,0.0,1.4,94.465,4.959,5228.1,0.0,0.0,1.0,0.0
53.0,999.0,0.0,-1.8,93.075,1.405,5099.1,0.0,1.0,8.0,0.0
79.0,999.0,0.0,1.1,93.994,4.855,5191.0,0.0,0.0,0.0,0.0
192.0,999.0,0.0,1.4,94.465,4.864,5228.1,0.0,0.0,1.0,0.0
385.0,999.0,0.0,1.4,93.918,4.96,5228.1,0.0,1.0,2.0,0.0
201.0,999.0,1.0,-1.8,93.369,0.636,5008.7,1.0,1.0,7.0,0.0
317.0,999.0,2.0,-1.1,94.199,0.878,4963.6,1.0,1.0,9.0,0.0
636.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,0.0
45.0,999.0,0.0,1.4,93.444,4.966,5228.1,0.0,1.0,3.0,0.0
183.0,999.0,0.0,-3.4,92.431,0.72,5017.5,0.0,1.0,4.0,0.0
214.0,999.0,0.0,1.1,93.994,4.856,5191.0,0.0,0.0,0.0,0.0
1311.0,999.0,0.0,1.4,93.444,4.968,5228.1,0.0,1.0,3.0,0.0
99.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,1.0
93.0,999.0,0.0,-1.8,92.893,1.27,5099.1,0.0,0.0,0.0,0.0
954.0,999.0,0.0,-1.8,92.893,1.334,5099.1,0.0,1.0,0.0,0.0
160.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,1.0
120.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,0.0
446.0,999.0,0.0,1.1,93.994,4.856,5191.0,0.0,0.0,0.0,1.0
79.0,999.0,0.0,-0.1,93.2,4.021,5195.8,0.0,1.0,5.0,0.0
218.0,2.0,2.0,-1.8,93.075,1.365,5099.1,2.0,1.0,8.0,0.0
604.0,999.0,0.0,-1.8,92.893,1.266,5099.1,0.0,0.0,0.0,0.0
194.0,999.0,0.0,1.4,93.444,4.968,5228.1,0.0,1.0,3.0,0.0
410.0,999.0,0.0,-1.8,92.893,1.354,5099.1,0.0,0.0,0.0,0.0
207.0,999.0,0.0,1.1,93.994,4.858,5191.0,0.0,0.0,0.0,0.0
183.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
544.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
47.0,999.0,1.0,-1.8,93.075,1.405,5099.1,1.0,1.0,8.0,0.0
921.0,999.0,0.0,-1.8,92.893,1.266,5099.1,0.0,0.0,0.0,0.0
116.0,999.0,0.0,1.4,94.465,4.967,5228.1,0.0,0.0,1.0,1.0
399.0,999.0,0.0,1.1,93.994,4.855,5191.0,0.0,0.0,0.0,0.0
495.0,3.0,1.0,-3.4,92.379,0.788,5017.5,2.0,1.0,9.0,0.0
592.0,999.0,1.0,-1.8,92.893,1.327,5099.1,1.0,1.0,0.0,0.0
243.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
76.0,999.0,0.0,-0.1,93.2,4.12,5195.8,0.0,1.0,5.0,1.0
361.0,999.0,0.0,-1.8,92.893,1.327,5099.1,0.0,1.0,0.0,0.0
188.0,999.0,0.0,1.4,94.465,4.962,5228.1,0.0,0.0,1.0,0.0
121.0,999.0,0.0,1.4,93.444,4.966,5228.1,0.0,1.0,3.0,1.0
90.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,0.0
74.0,999.0,0.0,1.4,94.465,4.961,5228.1,0.0,0.0,1.0,0.0
662.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
334.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,1.0,3.0,0.0
255.0,999.0,0.0,1.4,93.918,4.957,5228.1,0.0,1.0,2.0,0.0
517.0,999.0,0.0,1.4,93.918,4.958,5228.1,0.0,0.0,2.0,1.0
92.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,1.0
582.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,0.0
201.0,5.0,3.0,-3.4,92.431,0.74,5017.5,1.0,1.0,4.0,0.0
433.0,999.0,0.0,-1.8,92.893,1.266,5099.1,0.0,1.0,0.0,0.0
145.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
189.0,999.0,0.0,1.4,94.465,4.967,5228.1,0.0,0.0,1.0,1.0
181.0,999.0,0.0,-1.8,92.893,1.266,5099.1,0.0,1.0,0.0,0.0
142.0,999.0,0.0,-1.8,92.843,1.811,5099.1,0.0,1.0,7.0,0.0
251.0,999.0,0.0,-2.9,92.963,1.262,5076.2,0.0,1.0,1.0,0.0
617.0,999.0,0.0,1.1,93.994,4.856,5191.0,0.0,0.0,0.0,0.0
544.0,999.0,0.0,1.1,93.994,4.855,5191.0,0.0,0.0,0.0,1.0
136.0,999.0,0.0,1.4,94.465,4.959,5228.1,0.0,0.0,1.0,1.0
125.0,999.0,1.0,-0.1,93.2,4.153,5195.8,1.0,1.0,5.0,0.0
117.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
179.0,999.0,0.0,1.4,94.465,4.961,5228.1,0.0,0.0,1.0,0.0
139.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
1044.0,999.0,0.0,1.4,93.444,4.967,5228.1,0.0,1.0,3.0,0.0
597.0,3.0,2.0,-1.1,94.767,1.041,4963.6,2.0,1.0,5.0,0.0
383.0,999.0,0.0,1.4,93.918,4.957,5228.1,0.0,1.0,2.0,0.0
136.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
177.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
78.0,999.0,0.0,1.4,93.444,4.964,5228.1,0.0,1.0,3.0,0.0
137.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,0.0,2.0,1.0
136.0,999.0,1.0,-1.8,92.893,1.25,5099.1,1.0,1.0,0.0,0.0
361.0,999.0,0.0,1.4,94.465,4.958,5228.1,0.0,0.0,1.0,0.0
182.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
34.0,999.0,0.0,-1.8,92.893,1.244,5099.1,0.0,1.0,0.0,0.0
224.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,0.0
1735.0,999.0,0.0,-0.1,93.2,4.191,5195.8,0.0,0.0,5.0,0.0
58.0,999.0,0.0,-1.8,92.893,1.266,5099.1,0.0,1.0,0.0,0.0
192.0,999.0,1.0,-3.4,92.649,0.714,5017.5,1.0,1.0,5.0,0.0
81.0,999.0,0.0,1.4,94.465,4.961,5228.1,0.0,0.0,1.0,1.0
144.0,999.0,0.0,-1.8,92.893,1.334,5099.1,0.0,1.0,0.0,0.0
125.0,999.0,0.0,1.4,93.444,4.964,5228.1,0.0,1.0,3.0,0.0
613.0,999.0,0.0,1.4,94.465,4.967,5228.1,0.0,0.0,1.0,0.0
84.0,999.0,0.0,1.4,94.465,4.967,5228.1,0.0,0.0,1.0,1.0
133.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,1.0
77.0,999.0,0.0,1.1,93.994,4.86,5191.0,0.0,0.0,0.0,1.0
152.0,999.0,0.0,-1.8,92.893,1.313,5099.1,0.0,1.0,0.0,0.0
207.0,999.0,1.0,-2.9,92.201,0.825,5076.2,1.0,1.0,3.0,0.0
83.0,3.0,1.0,-3.4,92.431,0.728,5017.5,2.0,0.0,4.0,0.0
184.0,999.0,0.0,-1.8,92.843,1.531,5099.1,0.0,1.0,7.0,0.0
216.0,999.0,0.0,1.1,93.994,4.856,5191.0,0.0,0.0,0.0,0.0
307.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
36.0,999.0,0.0,-0.2,92.756,3.816,5176.3,0.0,0.0,6.0,0.0
666.0,999.0,0.0,1.4,93.918,4.963,5228.1,0.0,1.0,2.0,0.0
437.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,1.0
59.0,999.0,0.0,-0.1,93.2,4.021,5195.8,0.0,1.0,5.0,0.0
546.0,999.0,0.0,-1.8,92.893,1.244,5099.1,0.0,1.0,0.0,0.0
371.0,999.0,0.0,-3.0,92.713,0.717,5023.5,0.0,1.0,6.0,0.0
138.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,1.0
260.0,999.0,0.0,1.4,93.918,4.963,5228.1,0.0,1.0,2.0,1.0
168.0,15.0,1.0,-2.9,92.201,0.849,5076.2,2.0,1.0,3.0,0.0
67.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,1.0
168.0,999.0,0.0,-0.1,93.2,4.076,5195.8,0.0,1.0,5.0,0.0
137.0,999.0,1.0,-1.1,94.767,1.05,4963.6,1.0,1.0,5.0,0.0
134.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,1.0
81.0,999.0,0.0,1.1,93.994,4.86,5191.0,0.0,0.0,0.0,0.0
184.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,1.0
205.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,1.0
464.0,999.0,0.0,-0.1,93.2,4.153,5195.8,0.0,1.0,5.0,0.0
374.0,999.0,0.0,-1.8,92.893,1.354,5099.1,0.0,1.0,0.0,0.0
790.0,999.0,0.0,1.4,93.918,4.961,5228.1,0.0,0.0,2.0,0.0
172.0,999.0,1.0,-1.8,92.893,1.266,5099.1,1.0,1.0,0.0,0.0
86.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,1.0
44.0,999.0,0.0,1.4,94.465,4.959,5228.1,0.0,0.0,1.0,0.0
1550.0,999.0,0.0,-1.8,93.075,1.405,5099.1,0.0,1.0,8.0,0.0
245.0,3.0,1.0,-1.8,92.893,1.266,5099.1,2.0,1.0,0.0,0.0
685.0,999.0,0.0,1.4,94.465,4.865,5228.1,0.0,0.0,1.0,0.0
618.0,999.0,0.0,-1.8,93.369,0.646,5008.7,0.0,1.0,7.0,0.0
177.0,999.0,0.0,-0.1,93.2,4.12,5195.8,0.0,1.0,5.0,0.0
183.0,999.0,0.0,1.4,93.918,4.966,5228.1,0.0,0.0,2.0,0.0
103.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,0.0,3.0,0.0
128.0,999.0,0.0,-2.9,92.201,0.834,5076.2,0.0,0.0,3.0,0.0
342.0,999.0,0.0,1.4,94.465,4.864,5228.1,0.0,0.0,1.0,0.0
135.0,999.0,0.0,1.1,93.994,4.86,5191.0,0.0,0.0,0.0,0.0
731.0,999.0,1.0,-1.8,92.893,1.291,5099.1,1.0,1.0,0.0,0.0
232.0,999.0,0.0,1.4,94.465,4.865,5228.1,0.0,0.0,1.0,0.0
